pl_name,hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,pl_pubdate
WASP-170 b,WASP-170,2.34478022,3.6e-6,-3.6e-6,0,0.0337,0.0018,-0.0018,0,1.096,0.085,-0.085,0,1.6,0.2,-0.2,0,1.6,0.32,-0.25,0,,,,,1422,42,-42,0,5600.,150.,-150.,0,0.94,0.06,-0.06,0,0.93,0.15,-0.15,0,0.22,0.09,-0.09,0,[Fe/H],,,,,1.58,0.13,-0.11,0,2019-02
WASP-77 A b,WASP-77 A,1.36002854,6.2e-7,-6.2e-7,0,0.02335,0.00045,-0.00043,0,1.23,0.031,-0.029,0,1.667,0.068,-0.064,0,1.115,0.052,-0.062,0,0.0074,0.0069,-0.0049,0,1715,26,-25,0,5617.,72.,-72.,0,0.91,0.03,-0.02,0,0.9,0.07,-0.06,0,-0.1,0.1,-0.11,0,[Fe/H],6.2,4.,-3.5,0,1.692,0.056,-0.069,0,2020-04
HAT-P-7 b,HAT-P-7,2.2047372,1.1e-6,-1.1e-6,0,0.03676,0.00019,-0.00019,0,1.491,0.061,-0.061,0,1.682,0.021,-0.02,0,0.629,0.078,-0.078,0,0.0016,0.0034,-0.001,0,2700,,,0,6441.,69.,-69.,0,1.84,0.17,-0.17,0,1.47,0.07,-0.07,0,0.15,0.08,-0.08,0,[Fe/H],,,,,,,,,2016-06
K2-34 b,K2-34,2.995629,6.e-6,-6.e-6,0,0.0465,0.0046,-0.0047,0,1.377,0.14,-0.13,0,1.698,0.061,-0.05,0,0.8,0.26,-0.18,0,0.054,,,1,1715,16,-18,0,6149.,55.,-55.,0,1.58,0.16,-0.15,0,1.23,0.06,-0.04,0,0.,0.04,-0.04,0,[Fe/H],4.24,0.39,-0.44,0,0.43,0.14,-0.09,0,2016-12
HAT-P-49 b,HAT-P-49,2.691548,6.e-6,-6.e-6,0,0.0438,0.0005,-0.0005,0,1.413,0.128,-0.077,0,1.73,0.205,-0.205,0,0.75,0.17,-0.17,0,0.,,,0,2131,69,-42,0,6820.,52.,-52.,0,1.83,0.14,-0.08,0,1.54,0.05,-0.05,0,0.074,0.08,-0.08,0,[Fe/H],1.5,0.2,-0.2,0,,,,,2014-04
WASP-114 b,WASP-114,1.5487743,1.2e-6,-9.1e-7,0,0.02851,0.00039,-0.00039,0,1.339,0.064,-0.064,0,1.769,0.064,-0.064,0,0.97,0.13,-0.13,0,0.012,0.022,-0.009,0,2043,58,-58,0,5940.,140.,-140.,0,1.43,0.06,-0.06,0,1.29,0.05,-0.05,0,0.14,0.07,-0.07,0,[Fe/H],4.3,1.4,-1.3,0,0.619,0.07,-0.058,0,2016-10
TrES-5 b,TrES-5,1.48224686,6.14e-6,-6.14e-6,0,0.02459,0.0007,-0.0007,0,1.194,0.015,-0.015,0,1.79,0.068,-0.068,0,1.31,0.052,-0.052,0,,,,,1480,13,-13,0,5171.,36.,-36.,0,0.87,0.01,-0.01,0,0.9,0.03,-0.03,0,0.2,0.1,-0.1,0,[Fe/H],,,,,1.945,0.072,-0.072,0,2015-04
WASP-105 b,WASP-105,7.87288,0.00001,-0.00001,0,0.075,0.003,-0.003,0,0.96,0.03,-0.03,0,1.8,0.1,-0.1,0,2.65,0.13,-0.13,0,0.,,,0,900,20,-20,0,5070.,130.,-130.,0,0.9,0.03,-0.03,0,0.89,0.09,-0.09,0,0.28,0.16,-0.16,0,[Fe/H],,,,,1.73,0.04,-0.04,0,2017-08
HAT-P-57 b,HAT-P-57,2.465295,3.2e-6,-3.2e-6,0,0.0406,0.0011,-0.0011,0,1.413,0.054,-0.054,0,1.85,,,1,,,,,0.,,,0,2200,76,-76,0,7500.,250.,-250.,0,1.5,0.05,-0.05,0,1.47,0.12,-0.12,0,-0.25,0.25,-0.25,0,[Fe/H],1.,0.67,-0.51,0,0.615,0.022,-0.036,0,2015-12
WASP-163 b,WASP-163,1.6096884,1.5e-6,-1.5e-6,0,0.0266,0.0014,-0.0014,0,1.202,0.097,-0.097,0,1.87,0.21,-0.21,0,1.42,0.31,-0.23,0,,,,,1638,68,-68,0,5500.,200.,-200.,0,1.01,0.07,-0.07,0,0.97,0.15,-0.15,0,-0.34,0.21,-0.21,0,[Fe/H],,,,,1.3,0.2,-0.1,0,2019-02
HATS-42 b,HATS-42,2.292102,2.1e-6,-2.1e-6,0,0.03689,0.00065,-0.00065,0,1.4,0.25,-0.14,0,1.88,0.15,-0.15,0,0.83,0.28,-0.28,0,0.229,,,1,1856,105,-76,0,6060.,120.,-120.,0,1.48,0.2,-0.12,0,1.27,0.07,-0.07,0,0.22,0.07,-0.07,0,[Fe/H],3.26,0.83,-0.83,0,0.55,0.13,-0.13,0,2018-07
Qatar-7 b,Qatar-7,2.032046,9.7e-6,-0.000014,0,0.0352,0.0002,-0.0002,0,1.7,0.03,-0.03,0,1.88,0.25,-0.25,0,0.502,0.071,-0.071,0,0.,,,0,2053,15,-15,0,6387.,38.,-38.,0,1.56,0.02,-0.02,0,1.41,0.03,-0.03,0,0.276,0.071,-0.071,0,[Fe/H],1.69,0.25,-0.25,0,0.521,0.016,-0.016,0,2019-02
WASP-73 b,WASP-73,4.08722,0.00022,-0.00022,0,0.05512,0.0006,-0.00053,0,1.16,0.12,-0.08,0,1.88,0.07,-0.06,0,1.596,0.346,-0.399,0,0.,,,0,1790,75,-51,0,6036.,120.,-120.,0,2.07,0.19,-0.08,0,1.34,0.05,-0.04,0,0.14,0.14,-0.14,0,[Fe/H],,,,,0.211,0.028,-0.056,0,2014-03
TrES-3 b,TrES-3,1.306187,7.2e-7,-7.2e-7,0,0.02276,0.00016,-0.00016,0,1.31,0.02,-0.02,0,1.899,0.063,-0.063,0,1.05,0.05,-0.05,0,,,,,1638,22,-22,0,5650.,75.,-75.,0,0.82,0.01,-0.01,0,0.92,0.02,-0.02,0,-0.19,0.08,-0.08,0,[Fe/H],1.,0.5,0.,0,2.322,0.058,-0.058,0,2011-11
WASP-46 b,WASP-46,1.43036763,9.3e-7,-9.3e-7,0,0.02335,0.00072,-0.00072,0,1.174,0.037,-0.037,0,1.91,0.13,-0.13,0,1.467,0.069,-0.069,0,,,,,1636,44,-44,0,5600.,,,0,0.86,0.03,-0.03,0,0.83,0.08,-0.08,0,-0.3,,,0,[Fe/H],9.6,3.7,-5.5,0,1.845,0.035,-0.035,0,2016-02
HAT-P-36 b,HAT-P-36,1.3273466,3.3e-7,-3.3e-7,0,0.02402,0.00036,-0.00035,0,1.357,0.035,-0.034,0,1.925,0.085,-0.081,0,0.955,0.057,-0.054,0,0.063,0.021,-0.023,0,1820,7,-7,0,5560.,100.,-100.,0,1.11,0.03,-0.02,0,1.05,0.05,-0.05,0,0.26,0.1,-0.1,0,[Fe/H],,,,,1.089,0.025,-0.024,0,2019-02
WASP-106 b,WASP-106,9.289715,0.00001,-0.00001,0,0.0917,0.0014,-0.0014,0,1.085,0.046,-0.028,0,1.925,0.076,-0.076,0,1.86,0.14,-0.2,0,0.,,,0,1140,29,-29,0,6055.,136.,-136.,0,1.39,0.05,-0.03,0,1.19,0.05,-0.05,0,-0.09,0.09,-0.09,0,[Fe/H],7.,2.,-2.,0,0.627,0.014,-0.055,0,2014-10
HATS-18 b,HATS-18,0.8378434,4.7e-7,-4.7e-7,0,0.01761,0.00027,-0.00027,0,1.337,0.102,-0.049,0,1.98,0.077,-0.077,0,1.02,0.13,-0.2,0,0.166,,,0,2060,59,-59,0,5600.,120.,-120.,0,1.02,0.06,-0.03,0,1.04,0.05,-0.05,0,0.28,0.08,-0.08,0,[Fe/H],4.2,2.2,-2.2,0,1.37,0.12,-0.23,0,2016-11
WASP-189 b,WASP-189,2.724033,,,0,0.05053,0.00098,-0.00098,0,1.619,0.021,-0.021,0,1.99,0.16,-0.14,0,0.62199,0.07692,-0.03647,0,0.,,,0,3353,27,-34,0,8000.,80.,-80.,0,2.36,0.03,-0.03,0,2.03,0.07,-0.07,0,0.29,0.13,-0.13,0,[Fe/H],0.73,0.13,-0.13,0,,,,,2020-11
WASP-43 b,WASP-43,0.81347398,4.e-8,-4.e-8,0,0.01504,0.00029,-0.00029,0,1.006,0.017,-0.017,0,1.998,0.079,-0.079,0,2.43,0.14,-0.14,0,0.,,,0,1427,8,-8,0,4500.,100.,-100.,0,0.65,0.01,-0.01,0,0.69,0.04,-0.04,0,-0.01,0.15,-0.15,0,[Fe/H],,,,,2.526,0.08,-0.08,0,2017-05
Kepler-76 b,Kepler-76,1.5449298,4.e-7,-4.e-7,0,0.0274,0.002,-0.0019,0,1.36,0.12,-0.12,0,2.01,0.37,-0.35,0,1.1,0.6,-0.4,0,,,,,2140,40,-40,0,6409.,95.,-95.,0,1.32,0.08,-0.08,0,1.2,0.2,-0.2,0,-0.1,0.2,-0.2,0,[Fe/H],,,,,,,,,2015-05
WASP-100 b,WASP-100,2.849375,8.e-6,-8.e-6,0,0.0457,0.001,-0.001,0,1.69,0.29,-0.29,0,2.03,0.12,-0.12,0,0.53,0.27,-0.27,0,0.,,,0,2190,140,-140,0,6900.,120.,-120.,0,,,,,1.57,0.1,-0.1,0,-0.03,0.1,-0.1,0,[Fe/H],,,,,0.28,0.14,-0.07,0,2014-05
WASP-3 b,WASP-3,1.8468373,1.4e-6,-1.4e-6,0,0.03185,0.00088,-0.00088,0,1.416,0.048,-0.048,0,2.03,0.12,-0.12,0,0.89,0.063,-0.063,0,,,,,2020,35,-35,0,6400.,100.,-100.,0,1.37,0.04,-0.04,0,1.26,0.1,-0.1,0,0.,0.2,-0.2,0,[Fe/H],2.1,1.3,-1.3,0,0.697,0.034,-0.034,0,2011-11
WASP-61 b,WASP-61,3.855898,3.e-6,-3.e-6,0,0.0521,0.0008,-0.0008,0,1.21,0.03,-0.03,0,2.06,0.16,-0.16,0,1.55,0.12,-0.13,0,0.,,,0,1624,21,-15,0,6250.,150.,-150.,0,1.39,0.03,-0.03,0,1.27,0.06,-0.06,0,-0.1,0.12,-0.12,0,[Fe/H],2.7,0.1,-0.6,0,0.671,0.01,-0.028,0,2017-01
HAT-P-23 b,HAT-P-23,1.21288287,1.7e-7,-1.7e-7,0,0.02302,0.00032,-0.00032,0,1.224,0.037,-0.037,0,2.07,0.12,-0.12,0,1.406,0.129,-0.129,0,0.,,,0,1951,30,-30,0,5885.,72.,-72.,0,1.09,0.03,-0.03,0,1.1,0.05,-0.05,0,0.13,0.08,-0.08,0,[Fe/H],2.1,3.6,-4.9,0,1.204,0.072,-0.072,0,2015-05
Kepler-5 b,Kepler-5,3.5484657,7.e-7,-7.e-7,0,0.0538,0.0015,-0.0021,0,1.426,0.036,-0.051,0,2.111,0.067,-0.086,0,0.4,0.5,-0.5,0,,,,,1750,20,-20,0,6297.,60.,-60.,0,1.79,0.04,-0.06,0,1.37,0.04,-0.06,0,0.04,0.06,-0.06,0,[Fe/H],,,,,,,,,2015-05
WASP-164 b,WASP-164,1.7771255,2.8e-6,-2.8e-6,0,0.02818,0.00065,-0.00072,0,1.128,0.041,-0.043,0,2.13,0.12,-0.13,0,1.96,0.2,-0.17,0,0.,,,0,1610,58,-53,0,5806.,190.,-200.,0,0.93,0.03,-0.03,0,0.95,0.07,-0.07,0,-0.01,0.19,-0.2,0,[Fe/H],4.08,2.38,-2.38,0,1.642,0.1,-0.094,0,2019-01
WASP-53 b,WASP-53,3.3098443,2.e-6,-2.e-6,0,0.04101,0.00083,-0.00091,0,1.074,0.037,-0.037,0,2.132,0.092,-0.094,0,2.28,0.2,-0.17,0,0.03,,,1,1053,16,-16,0,4953.,60.,-60.,0,0.8,0.02,-0.02,0,0.84,0.05,-0.05,0,0.22,0.11,-0.11,0,[Fe/H],,,,,2.323,0.128,-0.12,0,2017-05
Kepler-40 b,Kepler-40,6.8731697,9.6e-6,-9.6e-6,0,0.0802,0.0045,-0.0045,0,1.44,0.13,-0.13,0,2.16,0.44,-0.44,0,0.89,0.23,-0.23,0,,,,,1744,51,-51,0,6510.,100.,-100.,0,2.48,0.2,-0.2,0,1.46,0.25,-0.25,0,0.1,0.15,-0.1,0,[Fe/H],0.8,3.7,-1.7,0,0.135,0.02,-0.02,0,2012-10
NGTS-10 b,NGTS-10,0.7668944,3.e-7,-3.e-7,0,0.0143,0.001,-0.001,0,1.205,0.117,-0.083,0,2.162,0.092,-0.107,0,1.43,0.354,-0.404,0,0.,,,0,1332,49,-54,0,4600.,150.,-150.,0,0.7,0.04,-0.04,0,0.7,0.04,-0.04,0,-0.02,0.12,-0.12,0,[M/H],10.4,2.5,-2.5,0,,,,,2020-03
HATS-15 b,HATS-15,1.74748753,9.4e-7,-9.4e-7,0,0.02712,0.00023,-0.00023,0,1.105,0.04,-0.04,0,2.17,0.15,-0.15,0,1.97,0.24,-0.24,0,0.126,,,1,1505,30,-30,0,5311.,77.,-77.,0,0.92,0.03,-0.03,0,0.87,0.02,-0.02,0,0.,0.05,-0.05,0,[Fe/H],11.,1.4,-2.,0,1.57,0.12,-0.12,0,2016-07
HAT-P-56 b,HAT-P-56,2.7908327,4.7e-6,-4.7e-6,0,0.0423,0.00039,-0.00039,0,1.466,0.04,-0.04,0,2.18,0.25,-0.25,0,0.86,0.12,-0.12,0,0.246,,,1,1840,21,-21,0,6566.,50.,-50.,0,1.43,0.03,-0.03,0,1.3,0.04,-0.04,0,-0.077,0.08,-0.08,0,[m/H],2.01,0.35,-0.35,0,0.627,0.033,-0.033,0,2015-09
HAT-P-22 b,HAT-P-22,3.21223328,5.8e-7,-5.8e-7,0,0.04171,0.00065,-0.00065,0,1.06,0.074,-0.074,0,2.192,0.077,-0.077,0,1.72,0.35,-0.35,0,,,,,1293,29,-29,0,5314.,50.,-50.,0,1.06,0.05,-0.05,0,0.94,0.04,-0.04,0,0.3,0.09,-0.09,0,[Fe/H],9.,4.,-3.7,0,0.781,0.099,-0.099,0,2018-05
WASP-71 b,WASP-71,2.9036747,6.8e-6,-6.8e-6,0,0.04619,0.00069,-0.00069,0,1.46,0.13,-0.13,0,2.242,0.08,-0.08,0,0.94,0.21,-0.21,0,0.,,,0,2049,73,-73,0,6059.,98.,-98.,0,2.26,0.17,-0.17,0,1.56,0.07,-0.07,0,0.14,0.08,-0.08,0,[Fe/H],2.,,,0,0.19,0.034,-0.034,0,2013-04
HATS-24 b,HATS-24,1.3484978,9.e-7,-9.e-7,0,0.0238,0.001,-0.001,0,1.395,0.057,-0.057,0,2.26,0.17,-0.17,0,1.03,0.15,-0.15,0,0.,,,0,2166,53,-53,0,6125.,94.,-94.,0,1.12,0.04,-0.05,0,1.07,0.03,-0.05,0,-0.229,0.058,-0.058,0,[Fe/H],3.7,2.,-1.8,0,,,,,2019-02
TOI-3331 A b,TOI-3331 A,2.0180231,4.3e-6,-4.4e-6,0,0.03144,0.00048,-0.00055,0,1.158,0.043,-0.043,0,2.27,0.16,-0.16,0,1.82,0.24,-0.21,0,0.,0.048,-0.052,0,1488,31,-29,0,5609.,92.,-87.,0,0.95,0.03,-0.03,0,1.02,0.05,-0.05,0,0.148,0.084,-0.084,0,[Fe/H],2.1,2.7,-1.5,0,1.65,0.13,-0.12,0,2022-08
HAT-P-14 b,HAT-P-14,4.6276691,5.e-6,-5.e-6,0,0.06108,0.00078,-0.00078,0,1.219,0.059,-0.059,0,2.271,0.083,-0.083,0,1.56,0.23,-0.23,0,,,,,1624,32,-32,0,6600.,90.,-90.,0,1.59,0.06,-0.06,0,1.42,0.05,-0.05,0,0.11,0.08,-0.08,0,[Fe/H],1.5,0.6,-0.4,0,0.496,0.044,-0.044,0,2012-10
TOI-1518 b,TOI-1518,1.902603,0.000011,-0.000011,0,0.0389,0.0011,-0.0011,0,1.875,0.053,-0.053,0,2.3,,,1,,,,,0.01,,,1,2492,38,-38,0,7300.,100.,-100.,0,1.95,0.05,-0.05,0,1.79,0.26,-0.26,0,-0.1,0.12,-0.12,0,[Fe/H],,,,,,,,,2021-11
TOI-1820 b,TOI-1820,4.860674,5.e-6,-5.e-6,0,0.061,0.003,-0.003,0,1.14,0.02,-0.02,0,2.3,0.2,-0.2,0,2.,0.2,-0.2,0,0.043,0.008,-0.008,0,1375,12,-12,0,5734.,50.,-50.,0,1.51,0.06,-0.06,0,1.04,0.13,-0.13,0,0.14,0.15,-0.15,0,[Fe/H],11.,2.,-2.,0,0.43,0.07,-0.07,0,2022-04
WASP-192 b,WASP-192,2.8786765,2.8e-6,-2.8e-6,0,0.0408,0.0008,-0.0008,0,1.23,0.08,-0.08,0,2.3,0.16,-0.16,0,1.62,0.41,-0.41,0,0.,,,0,1620,60,-60,0,5910.,145.,-145.,0,1.32,0.07,-0.07,0,1.09,0.06,-0.06,0,0.14,0.08,-0.08,0,[Fe/H],5.7,1.9,-1.9,0,0.671,0.113,-0.113,0,2019-11
CoRoT-11 b,CoRoT-11,2.99433,0.000011,-0.000011,0,0.044,0.0016,-0.0016,0,1.426,0.058,-0.058,0,2.34,0.39,-0.39,0,1.,0.2,-0.2,0,,,,,1735,34,-34,0,6440.,120.,-120.,0,1.37,0.06,-0.06,0,1.26,0.14,-0.14,0,-0.03,0.08,-0.08,0,[Fe/H],2.,0.9,-2.1,0,0.687,0.031,-0.031,0,2011-11
Kepler-17 b,Kepler-17,1.4857108,2.e-7,-2.e-7,0,0.02605,0.00041,-0.00134,0,1.31,0.024,-0.068,0,2.34,0.089,-0.245,0,1.29542,0.07581,-0.0532,0,,,,,1712,26,-25,0,5781.,85.,-85.,0,0.98,0.02,-0.05,0,1.07,0.05,-0.16,0,0.26,0.1,-0.1,0,[Fe/H],1.5,10.2,-1.9,0,1.579,0.021,-0.048,0,2012-10
NGTS-21 b,NGTS-21,1.5433897,1.6e-6,-1.6e-6,0,0.0236,0.0005,-0.0005,0,1.33,0.03,-0.03,0,2.36,0.21,-0.21,0,1.25,0.15,-0.15,0,0.,,,0,1357,15,-15,0,4660.,41.,-41.,0,0.86,0.04,-0.04,0,0.72,0.04,-0.04,0,-0.26,0.07,-0.07,0,[Fe/H],10.02,3.29,-7.3,0,1.62,0.1,-0.1,0,2022-10
TOI-1333 b,TOI-1333,4.720219,0.000011,-0.000011,0,0.0626,0.0011,-0.0012,0,1.396,0.056,-0.054,0,2.37,0.24,-0.24,0,1.08,0.18,-0.15,0,0.073,0.092,-0.052,0,1679,35,-34,0,6274.,97.,-97.,0,1.93,0.06,-0.06,0,1.46,0.08,-0.08,0,0.119,0.078,-0.077,0,[Fe/H],2.33,0.71,-0.56,0,0.289,0.031,-0.028,0,2021-04
HATS-12 b,HATS-12,3.142833,0.000011,-0.000011,0,0.04795,0.00077,-0.00077,0,1.35,0.17,-0.17,0,2.38,0.11,-0.11,0,1.19,0.54,-0.32,0,0.085,,,1,2097,89,-89,0,6408.,75.,-75.,0,2.21,0.21,-0.21,0,1.49,0.07,-0.07,0,-0.1,0.04,-0.04,0,[Fe/H],2.36,0.31,-0.31,0,0.196,0.057,-0.044,0,2016-10
WASP-140 b,WASP-140,2.2359835,8.e-7,-8.e-7,0,0.0323,0.0005,-0.0005,0,1.44,0.42,-0.18,0,2.44,0.07,-0.07,0,1.1,0.5,-0.5,0,0.047,0.0035,-0.0035,0,1320,40,-40,0,5260.,100.,-100.,0,0.87,0.04,-0.04,0,0.9,0.04,-0.04,0,0.12,0.1,-0.1,0,[Fe/H],0.5,,,-1,1.94,0.25,-0.25,0,2017-03
CoRoT-17 b,CoRoT-17,3.7681,0.0003,-0.0003,0,0.0481,0.00111,-0.00072,0,1.007,0.345,-0.092,0,2.46,0.26,-0.24,0,3.0058,1.0241,-1.7955,0,,,,,1610,210,-70,0,5740.,80.,-80.,0,1.62,0.47,-0.13,0,1.04,0.07,-0.05,0,0.,0.1,-0.1,0,[Fe/H],8.,0.8,-3.5,0,0.342,0.093,-0.177,0,2012-10
WASP-161 b,WASP-161,5.4060425,4.8e-6,-4.8e-6,0,0.0673,0.0023,-0.0023,0,1.143,0.065,-0.058,0,2.49,0.21,-0.21,0,2.2,0.29,-0.29,0,,,,,1557,34,-29,0,6400.,100.,-100.,0,1.71,0.08,-0.07,0,1.39,0.14,-0.14,0,0.16,0.09,-0.09,0,[Fe/H],,,,,0.398,0.018,-0.038,0,2019-02
Qatar-2 b,Qatar-2,1.33711647,2.6e-7,-2.6e-7,0,0.02153,0.0002,-0.0002,0,1.254,0.013,-0.013,0,2.494,0.054,-0.054,0,1.573,0.029,-0.029,0,0.,,,0,1344,14,-14,0,4645.,50.,-50.,0,0.78,0.01,-0.01,0,0.74,0.02,-0.02,0,0.02,0.08,-0.08,0,[m/H],5.,,,0,2.241,0.023,-0.023,0,2014-09
TOI-150.01,TOI-150,5.857487,0.000089,-0.000097,0,0.07037,0.00087,-0.00088,0,1.255,0.021,-0.019,0,2.51,0.12,-0.12,0,1.68,0.12,-0.12,0,0.262,0.045,-0.037,0,1404,7,-6,0,6255.,90.,-90.,0,1.53,0.01,-0.01,0,1.35,0.04,-0.03,0,0.28,0.036,-0.036,0,[Fe/H],2.346,0.425,-0.901,0,0.5332,0.0144,-0.0165,0,2019-11
HATS-76 b,HATS-76,1.9416423,1.4e-6,-1.4e-6,0,0.02658,0.00021,-0.00029,0,1.079,0.031,-0.031,0,2.629,0.089,-0.089,0,2.58,0.23,-0.23,0,0.062,,,1,940,7,-7,0,4016.,17.,-17.,0,0.63,0.01,-0.01,0,0.66,0.02,-0.02,0,0.322,0.065,-0.049,0,[Fe/H],4.6,8.7,-4.,0,3.8,0.17,-0.17,0,2022-03
WASP-141 b,WASP-141,3.310651,5.e-6,-5.e-6,0,0.0469,0.0007,-0.0007,0,1.21,0.08,-0.08,0,2.69,0.15,-0.15,0,1.98,0.33,-0.33,0,0.,,,0,1540,50,-50,0,5900.,120.,-120.,0,1.37,0.07,-0.07,0,1.25,0.06,-0.06,0,0.29,0.09,-0.09,0,[Fe/H],5.,,,-1,0.69,0.1,-0.1,0,2017-03
HATS-22 b,HATS-22,4.7228124,5.2e-6,-5.2e-6,0,0.05025,0.00042,-0.00042,0,0.953,0.048,-0.029,0,2.74,0.11,-0.11,0,3.89,0.45,-0.45,0,0.079,0.026,-0.026,0,858,24,-17,0,4803.,55.,-55.,0,0.69,0.03,-0.02,0,0.76,0.02,-0.02,0,0.,0.04,-0.04,0,[Fe/H],,,,,3.28,0.25,-0.39,0,2017-06
KELT-16 b,KELT-16,0.9689951,2.4e-6,-2.4e-6,0,0.02044,0.00024,-0.00026,0,1.415,0.084,-0.067,0,2.75,0.16,-0.15,0,1.2,0.18,-0.18,0,0.,,,0,2453,55,-47,0,6236.,54.,-54.,0,1.36,0.06,-0.05,0,1.21,0.04,-0.05,0,-0.002,0.086,-0.085,0,[Fe/H],3.1,0.3,-0.3,0,0.679,0.079,-0.081,0,2017-03
WASP-99 b,WASP-99,5.75251,0.00004,-0.00004,0,0.0717,0.0016,-0.0016,0,1.1,0.08,-0.05,0,2.78,0.13,-0.13,0,2.79,0.4,-0.4,0,0.,,,0,1480,40,-40,0,6180.,100.,-100.,0,1.76,0.11,-0.06,0,1.48,0.1,-0.1,0,0.21,0.15,-0.15,0,[Fe/H],1.4,1.1,-0.6,0,0.38,0.03,-0.06,0,2014-05
WASP-158 b,WASP-158,3.656333,4.e-6,-4.e-6,0,0.0517,0.0018,-0.0018,0,1.07,0.15,-0.15,0,2.79,0.23,-0.23,0,3.1,0.7,-1.,0,0.,,,0,1590,80,-80,0,6350.,150.,-150.,0,1.39,0.18,-0.18,0,1.38,0.14,-0.14,0,0.24,0.1,-0.1,0,,1.93,0.93,-0.93,0,0.75,0.11,-0.24,0,2019-01
Kepler-433 b,Kepler-433,5.33408384,1.1e-6,-1.1e-6,0,0.0679,0.0027,-0.0027,0,1.45,0.16,-0.16,0,2.82,0.52,-0.52,0,1.13,0.32,-0.32,0,0.119,0.079,-0.079,0,1776,87,-87,0,6360.,140.,-140.,0,2.26,0.25,-0.25,0,1.46,0.17,-0.17,0,-0.01,0.2,-0.2,0,[Fe/H],2.67,0.91,-0.91,0,0.177,0.046,-0.046,0,2015-03
KELT-9 b,KELT-9,1.4811235,1.1e-6,-1.1e-6,0,0.03462,0.0011,-0.00093,0,1.891,0.061,-0.053,0,2.88,0.84,-0.84,0,0.53,0.15,-0.15,0,0.,,,0,4050,180,-180,0,10170.,450.,-450.,0,2.36,0.07,-0.06,0,2.52,0.25,-0.2,0,-0.03,0.2,-0.2,0,[Fe/H],0.3,,,0,0.2702,0.0029,-0.0029,0,2017-06
NGTS-9 b,NGTS-9,4.43527,0.00002,-0.00002,0,0.058,0.003,-0.002,0,1.07,0.06,-0.06,0,2.9,0.17,-0.17,0,2.93,0.53,-0.49,0,0.06,0.076,-0.052,0,1448,36,-36,0,6330.,130.,-130.,0,1.38,0.04,-0.04,0,1.34,0.05,-0.05,0,0.31,0.15,-0.15,0,[Fe/H],0.96,0.6,-0.6,0,,,,,2020-01
CoRoT-6 b,CoRoT-6,8.886593,4.e-6,-4.e-6,0,0.0855,0.0017,-0.0017,0,1.185,0.042,-0.042,0,2.96,0.34,-0.34,0,2.21,0.31,-0.31,0,,,,,1025,16,-16,0,6090.,70.,-70.,0,1.04,0.03,-0.03,0,1.05,0.06,-0.06,0,-0.2,0.1,-0.1,0,[Fe/H],2.5,2.2,-1.8,0,1.31,0.09,-0.09,0,2011-11
EPIC 246851721 b,EPIC 246851721,6.180235,0.000014,-0.000014,0,0.07229,0.00074,-0.00075,0,1.051,0.044,-0.044,0,3.,1.1,-1.2,0,3.1,1.3,-1.3,0,,,,,1401,16,-16,0,6202.,52.,-50.,0,1.59,0.03,-0.03,0,1.32,0.04,-0.04,0,0.141,0.082,-0.085,0,[Fe/H],3.02,0.44,-0.46,0,0.465,0.025,-0.024,0,2018-12
CoRoT-23 b,CoRoT-23,3.6313,0.0001,-0.0001,0,0.04809,0.00128,-0.00104,0,1.18,0.19,-0.11,0,3.06,0.32,-0.31,0,2.3275,0.8379,-0.8512,0,,,,,1710,110,-80,0,5900.,100.,-100.,0,1.74,0.26,-0.16,0,1.12,0.09,-0.07,0,0.05,0.1,-0.1,0,[Fe/H],5.4,2.5,-2.,0,0.301,0.09,-0.093,0,2012-10
MASCARA-4 b,MASCARA-4,2.82406,0.00003,-0.00003,0,0.047,0.004,-0.004,0,1.53,0.07,-0.04,0,3.1,0.9,-0.9,0,,,,,0.,,,0,2100,100,-100,0,7800.,200.,-200.,0,1.92,0.11,-0.11,0,1.75,0.05,-0.05,0,0.,,,0,[Fe/H],0.8,,,0,0.355,0.063,-0.063,0,2020-03
TOI-1431 b,TOI-1431,2.650237,3.e-6,-3.e-6,0,0.046,0.002,-0.002,0,1.49,0.05,-0.05,0,3.12,0.18,-0.18,0,1.17,0.18,-0.16,0,0.0022,0.003,-0.0016,0,2370,70,-70,0,7690.,400.,-250.,0,1.92,0.07,-0.07,0,1.9,0.1,-0.08,0,0.09,0.03,-0.03,0,[Fe/H],0.29,0.32,-0.19,0,0.37,0.01,-0.01,0,2021-12
