1.9984005e-01	1.2128859e+00	7.4097687e+00
1.9985500e-01	1.2953927e+00	7.5952661e+00
1.9983822e-01	1.3779233e+00	7.7615385e+00
1.9983826e-01	1.4605438e+00	7.9026892e+00
1.9985570e-01	1.5434940e+00	8.0259509e+00
1.9985350e-01	1.6264227e+00	8.1330991e+00
1.9984996e-01	1.7095683e+00	8.2257602e+00
1.9984215e-01	1.7928082e+00	8.3047277e+00
1.9983996e-01	1.8763582e+00	8.3746820e+00
1.9983855e-01	1.9600614e+00	8.4385641e+00
1.9985298e-01	2.0440889e+00	8.4964142e+00
1.9984752e-01	2.1280698e+00	8.5484016e+00
1.9984345e-01	2.2123995e+00	8.5964147e+00
1.9983973e-01	2.2968459e+00	8.6399570e+00
1.9985464e-01	2.3817373e+00	8.6799998e+00
1.9984674e-01	2.4665701e+00	8.7170134e+00
1.9984126e-01	2.5515187e+00	8.7512625e+00
1.9985377e-01	2.6371448e+00	8.7829487e+00
1.9984461e-01	2.7226659e+00	8.8123566e+00
1.9984024e-01	2.8085416e+00	8.8400879e+00
1.9984853e-01	2.8946038e+00	8.8662400e+00
1.9984149e-01	2.9808189e+00	8.8907501e+00
1.9985050e-01	3.0675466e+00	8.9139176e+00
1.9984201e-01	3.1542709e+00	8.9356548e+00
1.9985167e-01	3.2413675e+00	8.9563234e+00
1.9984256e-01	3.3287927e+00	8.9757761e+00
1.9985225e-01	3.4165624e+00	8.9943209e+00
1.9984271e-01	3.5044375e+00	9.0117981e+00
1.9985312e-01	3.5927543e+00	9.0284682e+00
1.9984328e-01	3.6811182e+00	9.0440971e+00
1.9985237e-01	3.7704283e+00	9.0589717e+00
1.9984222e-01	3.8597048e+00	9.0729524e+00
1.9984831e-01	3.9494865e+00	9.0863260e+00
1.9984036e-01	4.0396835e+00	9.0990099e+00
1.9984420e-01	4.1304013e+00	9.1111977e+00
1.9985149e-01	4.2216225e+00	9.1228830e+00
1.9984134e-01	4.3132440e+00	9.1339678e+00
1.9984628e-01	4.4054729e+00	9.1446452e+00
1.9985574e-01	4.4982774e+00	9.1548606e+00
1.9984252e-01	4.5915688e+00	9.1644706e+00
1.9984828e-01	4.6855502e+00	9.1737287e+00
1.9984004e-01	4.7802179e+00	9.1824966e+00
1.9984316e-01	4.8756877e+00	9.1909413e+00
1.9984884e-01	4.9719956e+00	9.1990287e+00
1.9984006e-01	5.0692891e+00	9.2066791e+00
1.9984296e-01	5.1676326e+00	9.2140656e+00
1.9984829e-01	5.2671477e+00	9.2211766e+00
1.9983983e-01	5.3680444e+00	9.2279576e+00
1.9984260e-01	5.4703528e+00	9.2345773e+00
1.9984782e-01	5.5743965e+00	9.2410271e+00
1.9983972e-01	5.6803574e+00	9.2472503e+00
1.9984270e-01	5.7885233e+00	9.2533660e+00
1.9984798e-01	5.8993579e+00	9.2593088e+00
1.9984001e-01	6.0123895e+00	9.2649763e+00
1.9984294e-01	6.1306740e+00	9.2704925e+00
1.9984773e-01	6.2532523e+00	9.2758070e+00
1.9985575e-01	6.3820887e+00	9.2809676e+00
1.9984228e-01	6.5195800e+00	9.2859025e+00
1.9984635e-01	6.6700215e+00	9.2909632e+00
1.9985293e-01	6.8425991e+00	9.2963347e+00
1.9984145e-01	7.0715093e+00	9.3027220e+00
2.2343095e-01	1.2124260e+00	7.4232464e+00
2.2342039e-01	1.2947614e+00	7.6229014e+00
2.2343831e-01	1.3772268e+00	7.7988558e+00
2.2343667e-01	1.4597716e+00	7.9504610e+00
2.2342934e-01	1.5424642e+00	8.0798037e+00
2.2342426e-01	1.6252778e+00	8.1907384e+00
2.2342260e-01	1.7081542e+00	8.2842524e+00
2.2342418e-01	1.7913827e+00	8.3650242e+00
2.2342818e-01	1.8746482e+00	8.4386394e+00
2.2343250e-01	1.9582279e+00	8.5051045e+00
2.2343110e-01	2.0418672e+00	8.5660237e+00
2.2342785e-01	2.1255812e+00	8.6208801e+00
2.2342543e-01	2.2097350e+00	8.6715959e+00
2.2342166e-01	2.2938948e+00	8.7183670e+00
2.2343387e-01	2.3783102e+00	8.7610949e+00
2.2342602e-01	2.4629533e+00	8.8004687e+00
2.2342145e-01	2.5476792e+00	8.8369127e+00
2.2343043e-01	2.6326186e+00	8.8708015e+00
2.2342356e-01	2.7178509e+00	8.9023680e+00
2.2343505e-01	2.8032421e+00	8.9320404e+00
2.2342509e-01	2.8885188e+00	8.9597371e+00
2.2343876e-01	2.9746055e+00	8.9858650e+00
2.2342675e-01	3.0604353e+00	9.0102449e+00
2.2342122e-01	3.1464387e+00	9.0330592e+00
2.2342726e-01	3.2330862e+00	9.0543909e+00
2.2342080e-01	3.3196981e+00	9.0743503e+00
2.2342535e-01	3.4066157e+00	9.0933463e+00
2.2343597e-01	3.4938002e+00	9.1115177e+00
2.2342401e-01	3.5810666e+00	9.1287645e+00
2.2343291e-01	3.6690720e+00	9.1453117e+00
2.2342258e-01	3.7569524e+00	9.1609638e+00
2.2342927e-01	3.8451900e+00	9.1759558e+00
2.2342123e-01	3.9336541e+00	9.1902002e+00
2.2342631e-01	4.0224793e+00	9.2038905e+00
2.2343732e-01	4.1116726e+00	9.2170386e+00
2.2342447e-01	4.2011286e+00	9.2295396e+00
2.2343277e-01	4.2910563e+00	9.2416477e+00
2.2342272e-01	4.3812870e+00	9.2531684e+00
2.2342853e-01	4.4720293e+00	9.2642662e+00
2.2343873e-01	4.5632526e+00	9.2748879e+00
2.2342432e-01	4.6548162e+00	9.2849156e+00
2.2343041e-01	4.7469718e+00	9.2946066e+00
2.2342130e-01	4.8396132e+00	9.3038144e+00
2.2342474e-01	4.9328129e+00	9.3126959e+00
2.2343106e-01	5.0266135e+00	9.3212253e+00
2.2342145e-01	5.1209905e+00	9.3293278e+00
2.2342514e-01	5.2160038e+00	9.3371687e+00
2.2343145e-01	5.3117545e+00	9.3447183e+00
2.2342147e-01	5.4082119e+00	9.3519083e+00
2.2342472e-01	5.5055305e+00	9.3589120e+00
2.2342983e-01	5.6037947e+00	9.3656992e+00
2.2343850e-01	5.7019888e+00	9.3722912e+00
2.2342325e-01	5.8028127e+00	9.3785544e+00
2.2342702e-01	5.9045324e+00	9.3846959e+00
2.2343307e-01	6.0075700e+00	9.3906226e+00
2.2342135e-01	6.1120495e+00	9.3962140e+00
2.2342404e-01	6.2182854e+00	9.4016387e+00
2.2342850e-01	6.3264745e+00	9.4068571e+00
2.2343575e-01	6.4363304e+00	9.4118980e+00
2.2342195e-01	6.5498248e+00	9.4166745e+00
2.2342512e-01	6.6663513e+00	9.4214277e+00
2.4700006e-01	1.2120272e+00	7.4312978e+00
2.4699937e-01	1.2943603e+00	7.6466056e+00
2.4699805e-01	1.3767142e+00	7.8319336e+00
2.4699753e-01	1.4591620e+00	7.9897768e+00
2.4699947e-01	1.5417376e+00	8.1226934e+00
2.4700944e-01	1.6244791e+00	8.2345872e+00
2.4701555e-01	1.7074299e+00	8.3288034e+00
2.4702136e-01	1.7904994e+00	8.4139116e+00
2.4700222e-01	1.8736011e+00	8.4901425e+00
2.4700243e-01	1.9569487e+00	8.5603351e+00
